FID,the_geom,ID,ID1,COD_TS,SIMT,COMUNA,EJE,DESDE_CRUC,HACIA_CRUC,NOMBRE_PAR,X,Y,N_ET,N_ZP,ZP_HORARIO,FREPMA,FREPTA,NSERVICIOS,SERVICIOS,MULTIPLE_F
paradas_frecuentes.7418,POINT (349592.7615637693 6289102.145414099),2100,2100,L-22-21-35-PO,PE76,LA GRANJA,LINARES,PARRAL,LOTA,Linares esq. / Lota,349592.7616,6289102.1454,,,,26.5,26.67,3,204I;E03I;E18I,L-22-21-35-PO|PE76|204I;E03I;E18I
paradas_frecuentes.7419,POINT (349641.15935202426 6289119.981919751),2153,2153,L-22-21-40-OP,PE105,LA GRANJA,LINARES,LIRQUEN,LOTA,Linares esq. / Lota,349641.1732,6289119.9483,,,,28.5,26,3,204R;E03R;E18R,L-22-21-40-OP|PE105|204R;E03R;E18R
paradas_frecuentes.7420,POINT (349282.2903566074 6289554.59032388),2157,2157,T-22-211-SN-5,PE109,LA GRANJA,AVENIDA LAS INDUSTRIAS,YUNGAY,28 ORIENTE,Av. Las Industrias esq. / 28 Oriente,349282.2904,6289554.5903,,,,20.5,16.67,2,204R;204eR,T-22-211-SN-5|PE109|204R;204eR
paradas_frecuentes.7421,POINT (349260.8297930582 6289661.508399143),2096,2096,T-22-211-NS-10,PE73,LA GRANJA,AVENIDA LAS INDUSTRIAS,CALLE H,CALLE I,Av. Las Industrias esq. / Calle I,349260.8678,6289661.4968,,,,17.5,18.33,2,204I;204eI,T-22-211-NS-10|PE73|204I;204eI
paradas_frecuentes.7422,POINT (349818.2364502113 6289130.508958736),2101,2101,L-22-21-45-PO,PE77,LA GRANJA,LINARES,LIRQUEN,CORONEL,Linares esq. / Coronel,349818.2365,6289130.509,,,,26.5,26.67,3,204I;E03I;E18I,L-22-21-45-PO|PE77|204I;E03I;E18I
paradas_frecuentes.7423,POINT (349869.2627996538 6289146.610659819),2152,2152,L-22-21-50-OP,PE104,LA GRANJA,LINARES,INCA DE ORO,CORONEL,Linares esq. / Coronel,349869.2628,6289146.6107,,,,28.5,26,3,204R;E03R;E18R,L-22-21-50-OP|PE104|204R;E03R;E18R
paradas_frecuentes.7424,POINT (346996.65745595976 6290206.339921617),2968,2968,L-25-11-35-OP,PH246,SAN MIGUEL,AVENIDA LO OVALLE,COVADONGA,SAN PETERSBURGO,Avenida Lo Ovalle esq. / San Petersburgo,346996.6575,6290206.3399,,,,30,27.33,4,226R;227I;G11I;I12R,L-25-11-35-OP|PH246|226R;227I;G11I;I12R
paradas_frecuentes.7425,POINT (347044.40388478874 6290189.240729696),2868,2868,L-26-19-40-PO,PG284,LA CISTERNA,AVENIDA LO OVALLE,SAN PETERSBURGO,COVADONGA,Avenida Lo Ovalle esq. / Covadonga,347044.4074,6290189.1896,,,,30.5,29,4,226I;227R;G11R;I12I,L-26-19-40-PO|PG284|226I;227R;G11R;I12I
paradas_frecuentes.7426,POINT (347141.6428600964 6290507.557909452),10169,10169,L-25-35-7-NS,PH1457,SAN MIGUEL,18 DE SEPTIEMBRE,TANENBAUM,BERMANN,18 de Septiembre esq. / Bermann,347141.6429,6290507.5579,,,,5,5,1,H14R,L-25-35-7-NS|PH1457|H14R
paradas_frecuentes.7427,POINT (347240.38635469106 6290145.433171846),2869,2869,L-26-19-45-PO,PG285,LA CISTERNA,AVENIDA LO OVALLE,LEON TOLSTOI,SAN FRANCISCO,Avenida Lo Ovalle esq. / San Francisco,347240.3864,6290145.4332,,,,30.5,29,4,226I;227R;G11R;I12I,L-26-19-45-PO|PG285|226I;227R;G11R;I12I
paradas_frecuentes.7428,POINT (347206.0238826547 6290361.3946817815),10170,10170,L-25-30-20-PO,PH1486,SAN MIGUEL,SEBASTOPOL,18 DE SEPTIEMBRE,LEàN TOLSTOI,Sebastopol esq. / Le¢n Tolstoi,347206.031,6290361.35,,,,5,5,1,H14R,L-25-30-20-PO|PH1486|H14R
paradas_frecuentes.7429,POINT (347245.4257318461 6290366.677911636),10159,10159,L-25-30-15-OP,PH782,SAN MIGUEL,SEBASTOPOL,VARGAS DEL CAMPO,LEàN TOLSTOI,Sebastopol esq. / Le¢n Tolstoi,347245.43,6290366.68,,,,5,5,1,H14I,L-25-30-15-OP|PH782|H14I
paradas_frecuentes.7430,POINT (347191.87098944583 6290574.238239186),10160,10160,L-25-36-5-OP,PH788,SAN MIGUEL,TANEMBAUM,L. TOLSTOI,SANTA CLARA,Tanembaum esq. / Santa Clara,347191.871,6290574.2382,,,,5,5,1,H14I,L-25-36-5-OP|PH788|H14I
paradas_frecuentes.7431,POINT (347410.7836581047 6290115.524553981),2967,2967,L-25-11-40-OP,PH245,SAN MIGUEL,AVENIDA LO OVALLE,ALVEAR,MACAROFF,Avenida Lo Ovalle esq. / Macaroff,347410.7837,6290115.5246,,,,30,27.33,4,226R;227I;G11I;I12R,L-25-11-40-OP|PH245|226R;227I;G11I;I12R
paradas_frecuentes.7432,POINT (347489.51111914025 6290089.707933666),2870,2870,L-24-11-10-PO,PG286,SAN RAMàN,AVENIDA LO OVALLE,MACAROFF,ALVEAR,Avenida Lo Ovalle esq. / Alvear,347489.5111,6290089.7079,,,,30.5,29,4,226I;227R;G11R;I12I,L-24-11-10-PO|PG286|226I;227R;G11R;I12I
paradas_frecuentes.7433,POINT (347727.53835544863 6289871.865204204),3000,3000,L-24-14-15-SN,PG288,SAN RAMàN,RIVADAVIA,MAYO,MIRADOR,Rivadavia esq. / Mirador,347727.5506,6289871.8899,,,,16,15,2,227I;G11I,L-24-14-15-SN|PG288|227I;G11I
paradas_frecuentes.7434,POINT (347725.9978174118 6289910.550165302),9654,9654,L-24-14-10-NS,PG1109,SAN RAMàN,RIVADAVIA,AVENIDA  LO OVALLE,MIRADOR,Rivadavia esq. / Mirador,347725.9978,6289910.5502,,,,11,9.67,1,G11R,L-24-14-10-NS|PG1109|G11R
paradas_frecuentes.7435,POINT (347411.9318157814 6290312.860649241),10171,10171,L-25-30-15-PO,PH784,SAN MIGUEL,SEBASTOPOL,VARGAS DEL CAMPO,MACAROFF,Sebastopol esq. / Macaroff,347411.95,6290312.87,,,,5,5,1,H14R,L-25-30-15-PO|PH784|H14R
paradas_frecuentes.7436,POINT (347448.4365879959 6290319.206320994),10158,10158,L-25-30-10-OP,PH781,SAN MIGUEL,SEBASTOPOL,MOSCU,MACAROFF,Sebastopol esq. / Macaroff,347448.4366,6290319.2063,,,,5,5,1,H14I,L-25-30-10-OP|PH781|H14I
paradas_frecuentes.7437,POINT (347601.8738005465 6290269.171869227),10172,10172,L-25-30-12-PO,PH1449,SAN MIGUEL,SEBASTOPOL,MACAROFF,MOSCé,Sebastopol esq. / Mosc£,347601.8738,6290269.1719,,,,5,5,1,H14R,L-25-30-12-PO|PH1449|H14R
paradas_frecuentes.7438,POINT (347639.45076758665 6290301.70970244),10157,10157,L-25-25-5-NS,PH780,SAN MIGUEL,MOSCé,BERMANN,SEBASTOPOL,Mosc£ esq. / Sebastopol,347639.4508,6290301.7097,,,,5,5,1,H14I,L-25-25-5-NS|PH780|H14I
paradas_frecuentes.7439,POINT (347683.44144668244 6290504.492190092),10156,10156,L-25-25-15-NS,PB1490,SAN MIGUEL,MOSCé,OSCAR NARANJO,TANNENBAUM,Mosc£ esq. / Tannenbaum,347683.4485,6290504.4864,,,,5,5,1,H14I,L-25-25-15-NS|PB1490|H14I
paradas_frecuentes.7440,POINT (346994.1850901855 6290853.491231751),10168,10168,L-25-17-15-PO,PH749,SAN MIGUEL,VARAS MENA,PACOCHA,CHILO,Varas Mena esq. / Chilo,346994.1851,6290853.4912,,,,5,5,1,H14R,L-25-17-15-PO|PH749|H14R
paradas_frecuentes.7441,POINT (347189.8691708179 6290776.626592325),10161,10161,L-25-35-5-SN,PH787,SAN MIGUEL,18 DE SEPTIEMBRE,SANTA FE,VARAS MENA,18 de Septiembre esq. / Varas Mena,347189.8692,6290776.6266,,,,5,5,1,H14I,L-25-35-5-SN|PH787|H14I
paradas_frecuentes.7442,POINT (347209.2978809775 6290963.493844308),10162,10162,L-25-35-10-SN,PH1458,SAN MIGUEL,18 DE SEPTIEMBRE,VARAS MENA,VARGAS BUSTON,18 de Septiembre esq. / Vargas Buston,347209.2979,6290963.4938,,,,5,5,1,H14I,L-25-35-10-SN|PH1458|H14I
paradas_frecuentes.7443,POINT (347058.24000541714 6291038.405432232),10163,10163,L-25-18-15-OP,PH744,SAN MIGUEL,VARGAS BUSTON,SAN FRANCISCO,CHILO,Vargas Buston esq. / Chilo,347058.19348,6291038.44183,,,,5,5,1,H14I,L-25-18-15-OP|PH744|H14I
paradas_frecuentes.7444,POINT (347175.500681004 6291424.919073045),176,176,T-25-89-PO-30,PH14,SAN MIGUEL,AVENIDA DEPARTAMENTAL,SN. FCO.,SAN MAURICIO,Av. Departamental esq. / San Mauricio,347175.5007,6291424.9191,,,,28.5,26.67,3,102I;107I;108I,T-25-89-PO-30|PH14|102I;107I;108I
paradas_frecuentes.7445,POINT (347252.5135179178 6291425.918083234),251,251,T-25-89-OP-10,PH31,SAN MIGUEL,AVENIDA DEPARTAMENTAL,SANTA ROSA,MONTREAL,Av. Departamental esq. / Montreal,347252.5135,6291425.9181,,,,29.5,25.67,3,102R;107R;108R,T-25-89-OP-10|PH31|102R;107R;108R
paradas_frecuentes.7446,POINT (347518.81406866224 6291367.24615402),250,250,T-25-89-OP-5,PH30,SAN MIGUEL,AVENIDA DEPARTAMENTAL,STA ROSA,MONTREAL,Av. Departamental esq. / Montreal,347518.85,6291367.26,,,,29.5,25.67,3,102R;107R;108R,T-25-89-OP-5|PH30|102R;107R;108R
paradas_frecuentes.7447,POINT (347570.338825595 6291328.908278004),177,177,T-25-89-PO-35,PH15,SAN MIGUEL,AVENIDA DEPARTAMENTAL,CURITIBA,RÖO DE JANEIRO,Av. Departamental esq. / R¡o de Janeiro,347570.36,6291328.87,,,,28.5,26.67,3,102I;107I;108I,T-25-89-PO-35|PH15|102I;107I;108I
paradas_frecuentes.7448,POINT (347756.9809898104 6290013.414341306),9651,9651,L-24-14-5-SN,PG1106,SAN RAMàN,RIVADAVIA,MIRADOR,AVENIDA LO OVALLE,Rivadavia esq. / Avenida Lo Ovalle,347756.981,6290013.4143,,,,11,9.67,1,G11I,L-24-14-5-SN|PG1106|G11I
paradas_frecuentes.7449,POINT (347737.87562432315 6290034.851708394),2871,2871,L-24-11-15-PO,PG287,SAN RAMàN,AVENIDA LO OVALLE,COLON,RIVADAVIA,Avenida Lo Ovalle esq. / Rivadavia,347737.8756,6290034.8517,,,,30.5,29,4,226I;227R;G11R;I12I,L-24-11-15-PO|PG287|226I;227R;G11R;I12I
paradas_frecuentes.7450,POINT (347767.1190081729 6290036.201192112),2966,2966,L-25-11-45-OP,PH244,SAN MIGUEL,AVENIDA LO OVALLE,MERCEDES,RIVADAVIA,Avenida Lo Ovalle esq. / Rivadavia,347767.1494,6290036.2523,,,,14,12.33,2,226R;I12R,L-25-11-45-OP|PH244|226R;I12R
paradas_frecuentes.7451,POINT (348015.41365390486 6289850.124701898),2203,2203,T-24-205-NS-5,PG111,SAN RAMàN,AVENIDA SANTA ROSA,AVENIDA  LO OVALLE,MIRADOR,Parada 1 / Paradero 18 @ Santa Rosa,348015.4214,6289850.1188,,,,51.5,50,6,205I;209I;230I;205eI;207eI;209eI,T-24-205-NS-5|PG111|205I;209I;230I;205eI;207eI;209eI
paradas_frecuentes.7452,POINT (348051.9434480822 6289683.996099983),2020,2020,T-22-205-SN-75,PE70,LA GRANJA,AVENIDA SANTA ROSA,GENERAL  CARRERA,PADRE ESTEBAN GUMUCIO VIVES,Parada 4 / Paradero 18 @ Santa Rosa,348051.9434,6289683.9961,,,,47,39.33,4,203R;206R;212R;E05I,T-22-205-SN-75|PE70|203R;206R;212R;E05I
paradas_frecuentes.7453,POINT (348059.6153333953 6289739.463590359),8054,8054,L-22-9-5-OP,PE493,LA GRANJA,PADRE ESTEBAN GUMUCIO,PTO NATALES,AVENIDA SANTA ROSA,Parada 6 / Paradero 18 @ Santa Rosa,348059.65214,6289739.51583,,,,13,13,2,E05R;E12I,L-22-9-5-OP|PE493|E05R;E12I
paradas_frecuentes.7454,POINT (348037.1407194105 6289803.772366911),2284,2284,T-22-205-SN-80,PE119,LA GRANJA,AVENIDA SANTA ROSA,PADRE ESTEBAN GUMUCIO VIVES,CHILE CHICO,Parada 2 / Paradero 18 @ Santa Rosa,348037.1407,6289803.7724,,,,62,56,7,205R;209R;230R;205eR;207eR;209eR;E12I,T-22-205-SN-80|PE119|205R;209R;230R;205eR;207eR;209eR;E12I
paradas_frecuentes.7455,POINT (347975.10215458495 6289990.904941669),2872,2872,L-24-11-20-PO,PG1723,SAN RAMàN,AVENIDA LO OVALLE,RIVADAVIA,AVENIDA SANTA ROSA,Paradero 17 @ Santa Rosa,347975.1022,6289990.9049,,,,14.5,14,2,226I;I12I,L-24-11-20-PO|PG1723|226I;I12I
paradas_frecuentes.7456,POINT (347988.6691880438 6290114.34532799),1941,1941,T-25-205-NS-105,PH149,SAN MIGUEL,AVENIDA SANTA ROSA,SEBASTOPOL,AMRICA,Parada 1 / Paradero 16 @ Santa Rosa,347988.6692,6290114.3453,,,,54.5,53.33,5,203I;206I;212I;203eI;206eI,T-25-205-NS-105|PH149|203I;206I;212I;203eI;206eI
paradas_frecuentes.7457,POINT (348030.83265624987 6290015.1872849),2965,2965,L-21-16-5-OP,PH243,SAN JOAQUÖN,AVENIDA LO OVALLE,VILNA,AVENIDA SANTA ROSA,Paradero 17 @ Santa Rosa,348030.8327,6290015.1873,,,,14,12.33,2,226R;I12R,L-21-16-5-OP|PH243|226R;I12R
paradas_frecuentes.7458,POINT (347959.5446518032 6290187.865865031),10173,10173,L-25-30-10-PO,PH783,SAN MIGUEL,SEBASTOPOL,MERCEDES,AVENIDA SANTA ROSA,Parada 6 / Paradero 16 @ Santa Rosa,347959.5447,6290187.8659,,,,5,5,1,H14R,L-25-30-10-PO|PH783|H14R
paradas_frecuentes.7459,POINT (347998.3580698766 6290159.751416713),2021,2021,T-21-205-SN-5,PH150,SAN JOAQUÖN,AVENIDA SANTA ROSA,AVENIDA  LO OVALLE,SEBASTOPOL,Parada 4 / Paradero 16 @ Santa Rosa,347998.3581,6290159.7514,,,,60.5,50.67,5,203R;206R;212R;203eR;206eR,T-21-205-SN-5|PH150|203R;206R;212R;203eR;206eR
paradas_frecuentes.7460,POINT (347976.43269003986 6290230.390887123),2202,2202,T-25-205-NS-100,PH194,SAN MIGUEL,AVENIDA SANTA ROSA,BERMANN,SEBASTOPOL,Parada 3 / Paradero 16 @ Santa Rosa,347976.4327,6290230.3909,,,,33.5,35,4,205I;209I;227I;230I,T-25-205-NS-100|PH194|205I;209I;227I;230I
paradas_frecuentes.7461,POINT (347985.3856041397 6290275.341705567),2285,2285,T-21-205-SN-10,PH195,SAN JOAQUÖN,AVENIDA SANTA ROSA,SEBASTOPOL,LA CASTRINA,Parada 2 / Paradero 16 @ Santa Rosa,347985.34,6290275.39,,,,36.5,34.67,4,205R;209R;227R;230R,T-21-205-SN-10|PH195|205R;209R;227R;230R
paradas_frecuentes.7462,POINT (347939.98260637285 6290556.1267637275),1940,1940,T-25-205-NS-95,PH148,SAN MIGUEL,AVENIDA SANTA ROSA,VARAS MENA,SANTA FE,Parada 1 / Paradero 14 @ Santa Rosa,347939.9826,6290556.1268,,,,36,36.67,3,203I;206I;212I,T-25-205-NS-95|PH148|203I;206I;212I
paradas_frecuentes.7463,POINT (348284.83062992943 6289761.536199948),8029,8029,L-22-9-10-PO,PE464,LA GRANJA,PADRE ESTEBAN GUMUCIO,LIBERTADOR,SEVILLA,Esteban Gumucio esq. / Sevilla,348284.8761,6289761.5245,,,,6,5,1,E05I,L-22-9-10-PO|PE464|E05I
paradas_frecuentes.7464,POINT (348206.57301153505 6290023.171025556),2873,2873,L-22-22-5-PO,PE226,LA GRANJA,AVENIDA LO OVALLE,MAESTRO PE¥A,PASAJE LIBERTADOR,Avenida Lo Ovalle esq. / Psje. Libertador,348206.5837,6290023.1602,,,,21.5,20.67,3,226I;E12I;I12I,L-22-22-5-PO|PE226|226I;E12I;I12I
paradas_frecuentes.7465,POINT (348328.16159876843 6289776.748391189),8053,8053,L-22-9-15-OP,PE492,LA GRANJA,PADRE ESTEBAN GUMUCIO,MAIPé,MEMBRILLAR,Esteban Gumucio esq. / Membrillar,348328.1616,6289776.7484,,,,13,13,2,E05R;E12I,L-22-9-15-OP|PE492|E05R;E12I
paradas_frecuentes.7466,POINT (348477.9026258098 6289789.530972208),8030,8030,L-22-9-20-PO,PE465,LA GRANJA,PADRE ESTEBAN GUMUCIO,YERBAS BUENAS,LOS VILOS,Esteban Gumucio esq. / Los Vilos,348477.9026,6289789.531,,,,6,5,1,E05I,L-22-9-20-PO|PE465|E05I
paradas_frecuentes.7467,POINT (348309.2109971565 6290053.958278194),2964,2964,L-21-16-10-OP,PH242,SAN JOAQUÖN,AVENIDA LO OVALLE,MAIPé,BERLIOZ,Avenida Lo Ovalle esq. / Berlioz,348309.211,6290053.9583,,,,14,12.33,2,226R;I12R,L-21-16-10-OP|PH242|226R;I12R
paradas_frecuentes.7468,POINT (348470.45697107905 6289961.664063872),8285,8285,L-22-23-6-NS,PE748,LA GRANJA,LOS VILOS,AVENIDA  LO OVALLE,CALLE D,Los Vilos esq. / Calle D,348470.457,6289961.6641,,,,7,6.67,1,E12I,L-22-23-6-NS|PE748|E12I
paradas_frecuentes.7469,POINT (348449.53093119466 6290057.608650448),2874,2874,L-22-22-7-PO,PE1351,LA GRANJA,AVENIDA LO OVALLE,YERBAS BUENAS,LOS VILOS,Avenida Lo Ovalle esq. / Los Vilos,348449.492,6290057.587,,,,21.5,20.67,3,226I;E12I;I12I,L-22-22-7-PO|PE1351|226I;E12I;I12I
paradas_frecuentes.7470,POINT (348269.4809579077 6290405.819060479),10153,10153,L-21-14-5-OP,PH740,SAN JOAQUÖN,LA CASTRINA,METAL ROJO,BERLIOZ,La Castrina esq. / Berlioz,348269.46371,6290405.78962,,,,5,5,1,H14I,L-21-14-5-OP|PH740|H14I
paradas_frecuentes.7471,POINT (347878.5438369779 6290887.346494446),1939,1939,T-25-205-NS-85,PH147,SAN MIGUEL,AVENIDA SANTA ROSA,VARGAS BUSTON,PASAJE 2,Parada 1 / Paradero 13 @ Santa Rosa,347878.5438,6290887.3465,,,,36,36.67,3,203I;206I;212I,T-25-205-NS-85|PH147|203I;206I;212I
paradas_frecuentes.7472,POINT (347853.5447214422 6291005.408695802),2200,2200,T-25-205-NS-80,PH192,SAN MIGUEL,AVENIDA SANTA ROSA,C. MENA,VARGAS BUSTON,Parada 3 / Paradero 13 @ Santa Rosa,347853.5447,6291005.4087,,,,33.5,35,4,205I;209I;227I;230I,T-25-205-NS-80|PH192|205I;209I;227I;230I
paradas_frecuentes.7473,POINT (347885.1205060452 6290929.819717745),2023,2023,T-21-205-SN-25,PH152,SAN JOAQUÖN,AVENIDA SANTA ROSA,JUAN ARAVENA,CARMEN MENA,Parada 4 / Paradero 13 @ Santa Rosa,347885.1205,6290929.8197,,,,26,22.33,2,203R;206R,T-21-205-SN-25|PH152|203R;206R
paradas_frecuentes.7474,POINT (347949.6963447677 6290599.980445998),2022,2022,T-21-205-SN-15,PH151,SAN JOAQUÖN,AVENIDA SANTA ROSA,PJE. L. VIDAL,VARAS MENA,Parada 4 / Paradero 14 @ Santa Rosa,347949.6963,6290599.9804,,,,41,34.33,3,203R;206R;212R,T-21-205-SN-15|PH151|203R;206R;212R
paradas_frecuentes.7475,POINT (347923.50040223624 6290664.452119289),2201,2201,T-25-205-NS-90,PH193,SAN MIGUEL,AVENIDA SANTA ROSA,PJE 2,VARAS MENA,Parada 3 / Paradero 14 @ Santa Rosa,347923.5004,6290664.4521,,,,33.5,35,4,205I;209I;227I;230I,T-25-205-NS-90|PH193|205I;209I;227I;230I
paradas_frecuentes.7476,POINT (347976.6711547716 6290639.2262184685),10155,10155,L-21-25-5-OP,PH742,SAN JOAQUÖN,VARAS MENA,ISLAS CANARIAS,AVENIDA SANTA ROSA,Parada 6 / Paradero 14 @ Santa Rosa,347976.6712,6290639.2262,,,,5,5,1,H14I,L-21-25-5-OP|PH742|H14I
paradas_frecuentes.7477,POINT (347931.3808312846 6290700.845592834),2286,2286,T-21-205-SN-20,PH196,SAN JOAQUÖN,AVENIDA SANTA ROSA,VARAS MENA,PASAJE 2,Parada 2 / Paradero 14 @ Santa Rosa,347931.3808,6290700.8456,,,,36.5,34.67,4,205R;209R;227R;230R,T-21-205-SN-20|PH196|205R;209R;227R;230R
paradas_frecuentes.7478,POINT (347861.30260481476 6291043.68582115),2287,2287,T-21-205-SN-30,PH197,SAN JOAQUÖN,AVENIDA SANTA ROSA,V. BUSTON,CARMEN MENA,Parada 2 / Paradero 13 @ Santa Rosa,347861.26,6291043.65,,,,36.5,34.67,4,205R;209R;227R;230R,T-21-205-SN-30|PH197|205R;209R;227R;230R
paradas_frecuentes.7479,POINT (347812.2605383892 6291207.397915936),2199,2199,E-25-205-NS-77,PH191,SAN MIGUEL,AVENIDA SANTA ROSA,LEàN,MIGUEL LEàN PRADO,Parada 5 / Departamental > Santa Rosa,347812.2605,6291207.3979,ET30,,,56.5,55.33,7,205I;209I;227I;230I;205eI;207eI;209eI,E-25-205-NS-77|PH191|205I;209I;227I;230I;205eI;207eI;209eI
paradas_frecuentes.7480,POINT (347828.82681668364 6291205.663045187),2288,2288,E-21-205-SN-35,PH198,SAN JOAQUÖN,AVENIDA SANTA ROSA,MIGUEL LEàN PRADO,AVENIDA DEPARTAMENTAL,Parada 4 / Departamental > Santa Rosa,347828.8268,6291205.663,ET30,,,60,54.67,7,205R;209R;227R;230R;205eR;207eR;209eR,E-21-205-SN-35|PH198|205R;209R;227R;230R;205eR;207eR;209eR
paradas_frecuentes.7481,POINT (347722.17157288187 6291287.275331409),178,178,E-25-89-PO-36,PH16,SAN MIGUEL,AVENIDA DEPARTAMENTAL,SANTOS,AVENIDA SANTA ROSA,Parada 6 / Departamental > Santa Rosa,347722.1716,6291287.2753,ET30,,,28.5,26.67,3,102I;107I;108I,E-25-89-PO-36|PH16|102I;107I;108I
paradas_frecuentes.7482,POINT (347791.19162875926 6291347.150400272),1938,1938,E-25-205-NS-76,PH146,SAN MIGUEL,AVENIDA SANTA ROSA,LLICO,AVENIDA DEPARTAMENTAL,Parada 7 / Departamental > Santa Rosa,347791.1916,6291347.1504,ET30,,,54.5,53.33,5,203I;206I;212I;203eI;206eI,E-25-205-NS-76|PH146|203I;206I;212I;203eI;206eI
paradas_frecuentes.7483,POINT (347805.5586543011 6291355.252227238),2024,2024,E-21-205-SN-40,PH153,SAN JOAQUÖN,AVENIDA SANTA ROSA,AVENIDA  DEPARTAMENTAL,LLICO,Parada 1 / Departamental > Santa Rosa,347805.5622,6291355.3045,ET30,,,45.5,38.67,4,203R;206R;203eR;206eR,E-21-205-SN-40|PH153|203R;206R;203eR;206eR
paradas_frecuentes.7484,POINT (347871.4830454084 6291269.890563626),2590,2590,E-21-89-PO-5,PH1430,SAN JOAQUÖN,AVENIDA DEPARTAMENTAL,AVENIDA  SANTA ROSA,BERLIOZ,Parada 3 / Departamental > Santa Rosa,347871.483,6291269.8906,ET30,,,16.5,16,2,212R;222eR,E-21-89-PO-5|PH1430|212R;222eR
paradas_frecuentes.7485,POINT (347870.73889756284 6291305.260578678),249,249,E-21-89-OP-35,PH29,SAN JOAQUÖN,AVENIDA DEPARTAMENTAL,NUEVA BERLIOZ,AVENIDA SANTA ROSA,Parada 2 / Departamental > Santa Rosa,347870.7389,6291305.2606,ET30,,,33.5,27,4,102R;107R;108R;222eI,E-21-89-OP-35|PH29|102R;107R;108R;222eI
paradas_frecuentes.8327,POINT (347658.6795080573 6296232.274031093),10216,10216,L-20-22-5-NS,PA511,SANTIAGO,SANTIAGO CONCHA,R. ACU¥A,VICTORIA,Santiago Concha esq. / Victoria,347658.68,6296232.27,,,,6.5,6.67,1,I01R,L-20-22-5-NS|PA511|I01R
paradas_frecuentes.7486,POINT (348087.8566290934 6291289.275291868),179,179,T-21-89-PO-10,PH17,SAN JOAQUÖN,AVENIDA DEPARTAMENTAL,BERLIOZ,DIEGO DE MEZA,INFOCAP,348087.8566,6291289.2753,,,,43.5,38.67,4,102I;107I;108I;212R,T-21-89-PO-10|PH17|102I;107I;108I;212R
paradas_frecuentes.7487,POINT (348233.3755629515 6290639.501872841),10154,10154,L-21-5-5-SN,PH741,SAN JOAQUÖN,BERLIOZ,EL CORTIJO,VARAS MENA,Berlioz esq. / Varas Mena,348233.4018,6290639.496,,,,10,10,2,H14I;H14R,L-21-5-5-SN|PH741|H14I;H14R
paradas_frecuentes.7488,POINT (348471.7180306902 6290684.84592393),10174,10174,L-21-25-15-PO,PH751,SAN JOAQUÖN,VARAS MENA,HIMALAYA,JUAN PLANAS,Varas Mena esq. / Juan Planas,348471.718,6290684.8459,,,,5,5,1,H14R,L-21-25-15-PO|PH751|H14R
paradas_frecuentes.7489,POINT (348125.74717018823 6291308.173353702),248,248,T-21-89-OP-30,PH28,SAN JOAQUÖN,AVENIDA DEPARTAMENTAL,G. DE ESPINOZA,DIEGO DE MEZA,INFOCAP,348125.7472,6291308.1734,,,,29.5,25.67,3,102R;107R;108R,T-21-89-OP-30|PH28|102R;107R;108R
paradas_frecuentes.7490,POINT (348262.7227672003 6291295.246553464),180,180,T-21-89-PO-15,PH18,SAN JOAQUÖN,AVENIDA DEPARTAMENTAL,BERLIOZ,JUAN PLANAS,Av. Departamental esq. / Juan Planas,348262.7228,6291295.2466,,,,43.5,38.67,4,102I;107I;108I;212R,T-21-89-PO-15|PH18|102I;107I;108I;212R
paradas_frecuentes.7491,POINT (348346.78135082 6291314.870498808),247,247,T-21-89-OP-25,PH27,SAN JOAQUÖN,AVENIDA DEPARTAMENTAL,P. DURERO,JUAN GRIEGO,Av. Departamental esq. / Juan Griego,348346.7814,6291314.8705,,,,42,39.33,4,102R;107R;108R;212I,T-21-89-OP-25|PH27|102R;107R;108R;212I
paradas_frecuentes.7492,POINT (347276.7689919077 6291900.685502798),9995,9995,L-25-33-10-PO,PH543,SAN MIGUEL,SAN NICOLµS,FRANKFORT,MONTREAL,San Nicol s esq. / Montreal,347276.769,6291900.6855,,,,6,6,1,H05R,L-25-33-10-PO|PH543|H05R
paradas_frecuentes.7493,POINT (347008.92531449813 6292184.373576484),9904,9904,L-25-16-15-OP,PH442,SAN MIGUEL,URETA COX,FRANKFORT,SAN FRANCISCO,Ureta Cox esq. / San Francisco,347008.892,6292184.3603,,,,11,11,2,H02I;H05I,L-25-16-15-OP|PH442|H02I;H05I
paradas_frecuentes.7494,POINT (347402.53456274606 6292062.394502301),9903,9903,L-25-16-20-OP,PH441,SAN MIGUEL,URETA COX,STA ROSA,MONTREAL,Ureta Cox esq. / Montreal,347402.5346,6292062.3945,,,,11,11,2,H02I;H05I,L-25-16-20-OP|PH441|H02I;H05I
paradas_frecuentes.7495,POINT (347678.98674253526 6292326.75037195),9901,9901,L-25-40-60-NS,PH1524,SAN MIGUEL,AVENIDA SANTA ROSA,NUREMBERG,INGENIERO BUDGE,Avenida Santa Rosa esq. / Ingeniero Budge,347678.95,6292326.8,,,,5,5,1,H02I,L-25-40-60-NS|PH1524|H02I
paradas_frecuentes.7496,POINT (347689.3833774737 6292356.861552196),1936,1936,T-25-205-NS-60,PH144,SAN MIGUEL,AVENIDA SANTA ROSA,NUREMBERG,INGENIERO BUDGE,Parada 3 / Paradero  9 1/2 @ Santa Rosa,347689.3834,6292356.8616,,,,23.5,23,2,203I;206I,T-25-205-NS-60|PH144|203I;206I
